samplenr	I	II	V1	V2	V3	V4	V5	V6	measurement
0	-3	12	4	-10	-25	-31	-28	-15	
1	-2	7	2	-12	-26	-33	-30	-18	
2	-3	1	-3	-15	-27	-35	-31	-21	
3	-4	1	-2	-15	-28	-34	-31	-20	
4	-12	-2	-1	-16	-28	-33	-31	-19	
5	-18	-10	-2	-16	-29	-34	-31	-17	
6	-16	-11	-3	-17	-29	-37	-32	-18	
7	-16	-7	-4	-18	-30	-36	-31	-17	
8	-17	-6	-3	-17	-28	-35	-30	-17	
9	-15	-4	-3	-15	-28	-34	-29	-17	
10	-15	-2	-3	-15	-25	-33	-29	-17	
11	-18	-5	-2	-17	-26	-33	-29	-18	
12	-14	-1	-1	-14	-24	-31	-27	-16	
13	-6	2	0	-13	-22	-30	-25	-15	
14	-3	2	0	-13	-21	-30	-26	-16	
15	-1	4	1	-13	-21	-29	-25	-14	
16	-2	4	3	-14	-22	-29	-25	-13	
17	-4	8	4	-15	-21	-29	-25	-12	
18	-6	9	4	-15	-21	-30	-24	-12	
19	-5	9	3	-15	-22	-29	-24	-13	
20	-7	6	-1	-17	-23	-29	-25	-14	
21	-12	3	-2	-17	-24	-30	-26	-15	
22	-15	3	-4	-16	-24	-31	-27	-15	
23	-17	-1	-5	-16	-25	-31	-28	-15	
24	-14	1	-3	-16	-24	-30	-26	-13	
25	-17	-1	-1	-16	-23	-29	-26	-13	
26	-12	1	-2	-17	-26	-31	-27	-14	
27	-6	5	-3	-18	-26	-30	-26	-14	
28	-14	1	-3	-18	-27	-30	-27	-14	
29	-14	1	-1	-17	-26	-30	-28	-15	
30	-13	1	-1	-16	-25	-28	-26	-13	
31	-9	6	0	-17	-24	-28	-24	-11	
32	-3	12	2	-15	-22	-26	-23	-8	
33	-7	5	1	-15	-23	-28	-25	-10	
34	-9	2	-1	-17	-24	-29	-27	-12	
35	-6	2	-4	-18	-24	-29	-27	-12	
36	-15	-3	-3	-21	-26	-31	-29	-14	
37	-20	-7	-3	-21	-27	-32	-29	-15	
38	-20	-7	-2	-21	-27	-32	-30	-15	
39	-20	-6	-3	-22	-29	-35	-32	-17	
40	-14	-1	-2	-22	-29	-36	-32	-18	
41	-10	2	-2	-21	-29	-35	-31	-18	
42	-11	-1	-1	-21	-29	-35	-30	-18	
43	-6	3	-1	-20	-28	-32	-29	-17	
44	4	14	2	-17	-23	-27	-24	-13	
45	6	14	2	-17	-23	-26	-24	-12	
46	-3	5	-1	-19	-25	-29	-27	-13	
47	-8	4	0	-20	-27	-30	-28	-13	
48	-11	0	0	-21	-29	-32	-29	-16	
49	-8	0	-1	-23	-31	-34	-30	-18	
50	-6	0	-2	-26	-33	-37	-33	-20	
51	-13	-5	-3	-27	-35	-39	-34	-22	
52	-13	-4	-3	-26	-37	-38	-34	-22	
53	-13	-3	-5	-27	-37	-39	-34	-23	
54	-13	-5	-8	-29	-38	-40	-37	-24	
55	-7	-1	-7	-28	-38	-41	-38	-25	
56	-4	3	-6	-26	-37	-40	-36	-21	
57	-4	4	-4	-23	-34	-38	-35	-17	
58	-16	0	0	-22	-34	-36	-33	-15	
59	-18	-1	1	-23	-35	-38	-34	-15	
60	-12	-2	0	-25	-33	-39	-34	-16	
61	-12	-5	0	-25	-34	-40	-35	-18	
62	-12	-5	1	-23	-34	-37	-34	-18	
63	-6	3	3	-21	-32	-35	-33	-16	
64	-2	9	5	-19	-31	-35	-31	-15	
65	0	9	4	-20	-31	-33	-32	-15	
66	-2	6	2	-23	-32	-36	-33	-16	
67	-7	1	0	-25	-35	-39	-35	-19	
68	-13	-6	-2	-28	-37	-41	-37	-21	
69	-22	-16	-6	-31	-41	-44	-40	-23	
70	-23	-18	-6	-31	-42	-46	-40	-24	
71	-18	-16	-5	-29	-42	-45	-41	-23	
72	-15	-15	-6	-29	-42	-46	-42	-23	
73	-16	-13	-5	-28	-43	-46	-41	-24	
74	-13	-12	-4	-28	-42	-45	-42	-24	
75	-15	-12	-4	-28	-41	-44	-43	-24	
76	-16	-12	-2	-28	-41	-43	-40	-23	
77	-17	-9	-1	-25	-39	-41	-37	-20	
78	-12	-3	1	-23	-36	-38	-33	-15	
79	-11	0	2	-23	-34	-39	-33	-16	
80	-11	0	3	-23	-33	-39	-33	-17	
81	-11	-2	4	-24	-34	-39	-34	-18	
82	-12	-5	3	-25	-36	-42	-37	-21	
83	-7	-1	4	-24	-35	-41	-37	-20	
84	-5	-2	4	-24	-37	-42	-39	-21	
85	-12	-10	1	-27	-42	-46	-44	-25	
86	-21	-17	-4	-31	-46	-50	-47	-27	
87	-25	-21	-7	-34	-47	-52	-49	-28	
88	-20	-13	-4	-30	-43	-48	-45	-27	
89	-17	-6	-1	-28	-40	-46	-41	-23	
90	-19	-9	1	-27	-40	-48	-43	-26	
91	-22	-15	-1	-30	-43	-48	-44	-28	
92	-22	-16	-3	-30	-44	-48	-44	-28	
93	-22	-17	-4	-31	-45	-49	-44	-29	
94	-20	-16	-2	-31	-43	-49	-45	-29	
95	-12	-7	2	-28	-41	-46	-42	-26	
96	-7	0	2	-25	-40	-43	-40	-23	
97	-15	-6	-1	-26	-41	-45	-42	-25	
98	-18	-11	-2	-28	-43	-45	-44	-27	
99	-16	-8	-2	-28	-42	-45	-42	-26	
100	-13	-8	-2	-28	-41	-45	-43	-26	
101	-12	-7	-2	-26	-40	-44	-40	-25	
102	-13	-5	0	-26	-40	-44	-40	-25	
103	-7	-1	1	-25	-38	-45	-41	-25	
104	-4	0	3	-25	-39	-46	-41	-25	
105	-2	2	4	-24	-39	-44	-40	-23	
106	-1	3	4	-26	-40	-44	-40	-21	
107	-10	-3	1	-27	-41	-45	-41	-21	
108	-6	-1	0	-27	-39	-42	-40	-21	
109	-10	-2	-1	-27	-39	-42	-39	-21	
110	-18	-8	-2	-28	-41	-44	-39	-22	
111	-22	-11	-3	-29	-42	-45	-42	-23	
112	-25	-17	-5	-33	-44	-49	-45	-27	
113	-24	-20	-7	-34	-45	-51	-47	-29	
114	-23	-20	-6	-32	-45	-52	-48	-30	
115	-25	-22	-6	-33	-46	-52	-49	-31	
116	-26	-22	-5	-32	-46	-51	-49	-31	
117	-26	-18	-2	-31	-44	-49	-44	-28	
118	-24	-13	0	-30	-42	-47	-42	-26	
119	-19	-8	0	-30	-42	-46	-41	-25	
120	-19	-10	-3	-30	-41	-47	-41	-25	
121	-24	-16	-3	-31	-41	-48	-43	-25	
122	-20	-16	-2	-29	-39	-47	-42	-23	
123	-14	-9	1	-27	-37	-45	-41	-21	
124	-16	-12	0	-28	-39	-47	-42	-23	
125	-10	-10	0	-28	-39	-46	-42	-23	
126	-9	-9	1	-29	-40	-46	-43	-24	
127	-8	-7	2	-28	-39	-46	-41	-24	
128	-6	-2	2	-27	-38	-45	-39	-22	
129	-9	-1	1	-27	-38	-45	-38	-20	
130	-15	-5	0	-29	-39	-45	-40	-21	
131	-24	-15	-3	-33	-41	-48	-43	-24	
132	-23	-15	-3	-32	-40	-47	-44	-24	
133	-20	-12	-3	-31	-41	-46	-45	-24	
134	-19	-13	-3	-31	-43	-47	-46	-25	
135	-22	-17	-5	-32	-43	-48	-48	-27	
136	-22	-16	-4	-31	-42	-49	-47	-27	
137	-19	-14	-1	-30	-41	-47	-44	-25	
138	-23	-14	-2	-31	-41	-47	-44	-27	
139	-21	-12	-3	-32	-41	-48	-44	-26	
140	-18	-9	-2	-30	-40	-47	-41	-24	
141	-20	-7	-1	-29	-39	-44	-39	-22	
142	-16	-2	1	-28	-37	-41	-37	-19	
143	-12	3	3	-27	-34	-39	-37	-16	
144	-8	8	3	-24	-34	-38	-36	-15	
145	1	16	5	-23	-32	-37	-35	-14	
146	-3	15	7	-23	-32	-38	-35	-14	
147	-7	11	8	-24	-33	-40	-37	-15	
148	-6	9	8	-24	-32	-39	-36	-14	
149	-7	11	9	-22	-30	-37	-32	-14	
150	-12	10	11	-20	-27	-34	-31	-13	
151	-20	10	11	-19	-25	-31	-28	-12	
152	-20	10	10	-18	-23	-30	-28	-12	
153	-23	4	10	-18	-26	-34	-32	-16	
