samplenr	I	II	V1	V2	V3	V4	V5	V6	measurement
0	-28	-2	18	8	-26	-12	-2	-12	
1	-26	-2	18	8	-26	-12	-2	-12	
2	-26	-2	18	10	-26	-12	-2	-12	
3	-26	-2	18	10	-26	-12	0	-12	
4	-24	0	18	10	-24	-12	0	-12	
5	-22	0	18	10	-24	-10	0	-12	
6	-22	0	18	12	-22	-10	2	-12	
7	-20	0	18	12	-22	-8	2	-12	
8	-20	0	18	10	-22	-8	4	-10	
9	-18	2	18	10	-20	-6	4	-10	
10	-18	2	16	10	-20	-6	4	-8	
11	-18	2	16	10	-18	-6	4	-8	
12	-18	2	14	8	-18	-6	6	-6	
13	-18	2	14	8	-18	-6	6	-6	
14	-18	2	14	8	-18	-6	6	-6	
15	-20	4	14	8	-18	-8	6	-6	
16	-20	4	14	6	-18	-8	6	-6	
17	-22	4	12	6	-18	-8	4	-6	
18	-22	2	14	6	-18	-10	4	-6	
19	-22	2	14	6	-20	-10	4	-6	
20	-24	2	14	6	-20	-12	4	-8	
21	-24	2	14	6	-20	-12	2	-8	
22	-24	2	14	6	-22	-12	2	-8	
23	-24	2	14	8	-22	-12	2	-10	
24	-24	2	14	8	-22	-12	2	-10	
25	-24	2	16	8	-22	-12	0	-12	
26	-24	0	16	8	-24	-14	0	-12	
27	-24	0	16	8	-24	-14	0	-12	
28	-24	0	16	8	-24	-12	0	-12	
29	-22	0	16	8	-24	-12	0	-12	
30	-22	0	14	8	-24	-12	0	-12	
31	-22	-2	14	8	-26	-12	0	-12	
32	-22	-2	14	8	-26	-12	0	-12	
33	-20	0	14	8	-26	-12	0	-12	
34	-20	0	14	8	-28	-12	0	-12	
35	-18	0	14	8	-28	-12	0	-12	
36	-18	0	14	8	-28	-14	0	-14	
37	-18	0	14	8	-30	-14	0	-14	
38	-16	2	14	8	-30	-14	0	-14	
39	-16	2	14	8	-30	-14	0	-14	
40	-14	2	14	8	-30	-14	0	-14	
41	-14	2	12	8	-30	-14	0	-14	
42	-14	2	12	8	-30	-14	-2	-14	
43	-12	2	12	8	-28	-14	-2	-12	
44	-12	2	12	8	-28	-12	-2	-12	
45	-12	2	10	6	-26	-12	-4	-12	
46	-12	2	10	6	-26	-12	-4	-12	
47	-12	2	10	4	-24	-12	-6	-10	
48	-12	2	8	4	-24	-12	-6	-10	
49	-12	0	8	4	-22	-12	-6	-10	
50	-12	0	8	2	-22	-12	-8	-10	
51	-12	0	8	2	-20	-12	-8	-10	
52	-12	0	6	2	-20	-12	-8	-10	
53	-12	0	6	2	-20	-12	-10	-10	
54	-12	0	6	0	-20	-12	-10	-10	
55	-12	-2	6	0	-20	-14	-12	-12	
56	-12	-2	6	0	-20	-14	-12	-12	
57	-12	-2	6	0	-20	-16	-14	-14	
58	-12	-2	6	0	-22	-16	-16	-16	
59	-12	-4	6	0	-22	-18	-16	-16	
60	-12	-4	6	0	-24	-18	-18	-18	
61	-12	-4	6	0	-24	-18	-18	-18	
62	-12	-6	6	-2	-26	-20	-20	-20	
63	-12	-6	4	-2	-26	-20	-20	-20	
64	-12	-6	4	-2	-26	-20	-20	-20	
65	-14	-6	4	-4	-28	-20	-20	-20	
66	-14	-8	4	-4	-28	-20	-20	-20	
67	-14	-8	4	-4	-28	-20	-20	-20	
68	-14	-8	4	-4	-26	-18	-20	-18	
69	-14	-8	4	-6	-26	-18	-20	-18	
70	-14	-8	4	-6	-26	-18	-20	-18	
71	-14	-8	4	-6	-26	-18	-20	-16	
72	-16	-10	4	-6	-24	-18	-20	-16	
73	-16	-10	4	-6	-24	-18	-18	-16	
74	-16	-10	4	-6	-22	-18	-18	-16	
75	-16	-10	4	-6	-22	-18	-18	-14	
76	-18	-10	4	-6	-22	-18	-18	-14	
77	-18	-12	4	-6	-22	-18	-18	-14	
