samplenr	I	II	V1	V2	V3	V4	V5	V6	measurement
0	-26	-14	-36	-40	20	14	-6	-12	
1	-26	-14	-36	-38	20	14	-6	-12	
2	-28	-16	-36	-38	18	14	-8	-12	
3	-28	-18	-34	-38	18	14	-8	-14	
4	-30	-20	-34	-38	18	14	-6	-14	
5	-30	-22	-34	-36	18	14	-6	-14	
6	-32	-24	-32	-36	18	14	-6	-14	
7	-32	-24	-32	-36	18	14	-8	-14	
8	-34	-26	-32	-36	18	14	-8	-14	
9	-34	-26	-30	-36	18	12	-8	-14	
10	-34	-28	-30	-36	18	12	-8	-14	
11	-34	-28	-30	-36	16	12	-10	-14	
12	-34	-28	-30	-36	16	12	-10	-14	
13	-34	-28	-30	-38	14	10	-12	-16	
14	-34	-28	-30	-38	14	10	-12	-16	
15	-34	-26	-30	-38	12	8	-14	-18	
16	-34	-26	-30	-38	12	8	-14	-18	
17	-34	-26	-30	-38	10	6	-16	-20	
18	-32	-26	-32	-38	8	6	-16	-20	
19	-32	-24	-32	-38	8	6	-16	-20	
20	-32	-24	-32	-40	6	4	-18	-22	
21	-32	-24	-32	-40	6	4	-18	-22	
22	-32	-24	-32	-40	4	4	-18	-22	
23	-32	-24	-32	-40	4	4	-18	-24	
24	-32	-24	-32	-38	4	2	-18	-24	
25	-32	-24	-32	-38	2	2	-20	-24	
26	-34	-26	-32	-38	2	2	-20	-24	
27	-34	-26	-30	-38	0	2	-20	-24	
28	-34	-26	-30	-38	0	2	-20	-24	
29	-34	-28	-30	-38	0	2	-20	-24	
30	-34	-28	-28	-38	0	2	-20	-24	
31	-36	-28	-28	-40	-2	2	-20	-26	
32	-36	-28	-26	-40	-2	2	-20	-26	
33	-36	-28	-26	-40	-2	2	-20	-26	
34	-36	-28	-26	-40	-2	2	-20	-26	
35	-36	-28	-24	-40	-2	2	-20	-24	
36	-36	-28	-24	-40	-2	4	-18	-24	
37	-36	-28	-24	-40	-2	4	-18	-24	
38	-36	-28	-24	-40	-2	4	-18	-24	
39	-36	-26	-24	-40	-2	6	-16	-22	
40	-34	-26	-24	-40	0	6	-16	-22	
41	-34	-26	-24	-40	0	6	-14	-22	
42	-34	-24	-24	-40	0	8	-14	-20	
43	-32	-24	-24	-38	0	8	-14	-20	
44	-32	-24	-24	-38	0	8	-14	-20	
45	-30	-24	-24	-36	0	8	-14	-18	
46	-30	-22	-24	-36	2	8	-14	-18	
