samplenr	I	II	V1	V2	V3	V4	V5	V6	measurement
0	-65	-65	80	20	20	0	-25	-45	
1	-60	-65	80	20	20	0	-25	-40	
2	-60	-60	80	20	20	0	-25	-40	
3	-60	-60	75	20	20	0	-20	-40	
4	-55	-60	75	25	20	0	-20	-40	
5	-55	-55	75	25	20	5	-20	-35	
6	-55	-55	70	25	20	5	-15	-35	
7	-50	-55	70	25	20	5	-15	-35	
8	-50	-55	70	30	20	5	-15	-30	
9	-50	-50	65	30	20	5	-10	-30	
10	-45	-50	65	30	20	5	-10	-30	
11	-45	-50	65	35	20	5	-5	-25	
12	-40	-45	60	35	25	5	-5	-25	
13	-40	-45	60	35	25	10	0	-20	
14	-40	-40	60	40	25	10	0	-20	
15	-35	-40	60	40	25	10	5	-15	
16	-35	-35	55	45	30	15	5	-15	
17	-30	-35	55	50	30	15	10	-10	
18	-30	-30	55	50	30	20	10	-10	
19	-30	-30	55	55	35	25	15	-5	
20	-25	-25	55	60	40	25	15	-5	
21	-25	-20	55	60	40	30	15	0	
22	-20	-20	50	65	45	30	20	0	
23	-20	-15	50	70	45	35	20	5	
24	-15	-10	50	75	50	35	25	10	
25	-15	-10	45	75	50	40	30	10	
26	-10	-5	45	80	50	40	30	15	
27	-5	0	40	85	55	45	35	20	
28	0	5	40	85	55	45	40	25	
29	0	10	35	90	60	50	45	30	
30	5	10	35	95	60	50	50	35	
31	10	15	30	100	65	55	55	40	
32	15	20	30	105	65	55	60	45	
33	20	25	25	110	70	60	65	50	
34	25	35	20	115	75	60	70	55	
35	30	40	20	120	75	65	75	60	
36	35	45	15	125	80	70	85	65	
37	40	50	15	135	85	75	90	70	
38	45	60	10	145	90	80	95	75	
39	50	65	10	150	95	85	100	80	
40	55	75	5	160	100	90	110	90	
41	60	85	0	170	105	95	115	95	
42	70	90	-5	180	110	100	120	100	
43	75	100	-5	190	120	105	130	110	
44	85	110	-10	200	125	110	140	115	
45	95	120	-15	210	130	115	145	125	
46	105	130	-20	220	135	125	155	135	
47	115	140	-25	225	140	130	165	145	
48	125	150	-30	235	150	140	175	155	
49	135	160	-35	245	155	145	185	165	
50	145	170	-40	255	160	150	195	175	
51	160	185	-45	265	165	160	205	185	
52	170	195	-50	280	170	165	215	200	
53	180	205	-60	290	180	175	225	210	
