samplenr	I	II	V1	V2	V3	V4	V5	V6	measurement
0	-70	20	30	40	375	0	-40	-40	
1	-70	20	35	45	375	5	-35	-40	
2	-70	25	40	50	370	10	-25	-35	
3	-70	30	40	55	365	15	-15	-35	
4	-70	35	45	60	360	20	-5	-30	
5	-70	40	45	65	350	25	0	-25	
6	-70	40	50	70	345	30	10	-25	
7	-65	45	55	75	340	35	15	-20	
8	-65	50	55	75	330	40	20	-15	
9	-65	55	55	80	325	45	25	-15	
10	-60	55	60	80	315	45	30	-15	
11	-60	60	60	80	305	45	30	-15	
12	-60	60	60	85	300	50	30	-15	
13	-55	55	55	85	295	50	35	-15	
14	-55	55	55	85	285	50	35	-20	
15	-60	50	55	85	280	50	35	-20	
16	-60	50	50	85	275	50	35	-25	
17	-60	45	50	80	270	45	35	-30	
18	-60	45	45	85	265	45	40	-35	
19	-55	45	45	85	265	50	40	-35	
20	-55	45	40	85	265	50	45	-40	
21	-50	50	40	85	265	50	50	-45	
22	-45	55	40	90	265	55	50	-45	
23	-35	60	40	90	270	55	55	-45	
24	-30	70	40	95	270	60	65	-50	
25	-20	85	40	100	275	65	70	-50	
26	-15	95	45	105	275	70	75	-50	
27	-5	105	45	110	280	75	80	-50	
28	0	115	45	115	280	80	85	-50	
29	5	120	50	120	280	85	90	-45	
30	5	130	50	125	285	90	95	-45	
31	5	135	55	130	285	95	95	-45	
32	5	135	55	135	280	100	100	-45	
33	5	135	55	140	280	100	105	-45	
34	0	135	60	145	280	105	105	-45	
35	0	135	60	155	280	110	110	-45	
36	-5	140	60	160	280	115	110	-45	
37	-5	140	65	170	280	120	115	-45	
38	-5	140	65	175	280	125	115	-45	
39	-5	145	65	185	280	135	120	-40	
40	-5	150	70	195	285	140	125	-40	
41	0	155	75	210	290	145	130	-35	
42	5	165	75	220	295	155	135	-30	
43	10	170	80	230	300	165	140	-30	
44	10	180	85	245	310	170	145	-25	
45	15	190	85	255	315	180	150	-20	
46	20	200	90	265	325	190	160	-20	
47	25	210	90	280	335	200	165	-15	
48	25	215	95	290	345	205	170	-10	
49	30	225	95	300	350	215	175	-10	
50	30	230	100	310	360	225	180	-5	
51	30	235	100	315	370	230	185	-5	
52	30	245	100	325	375	240	185	0	
53	35	250	100	335	385	245	190	0	
54	35	255	100	340	390	250	190	5	
55	35	255	100	350	395	255	190	10	
56	35	260	95	355	400	260	190	10	
57	35	265	95	360	405	265	190	15	
58	35	265	95	365	410	265	185	15	
59	35	270	90	370	410	270	185	20	
60	35	270	90	375	410	275	185	25	
61	35	275	85	375	410	275	180	25	
62	35	275	85	380	410	275	180	25	
63	35	275	80	380	405	280	175	25	
64	35	275	75	380	405	280	175	25	
65	35	275	70	380	400	280	170	25	
66	35	275	65	380	395	280	170	25	
67	35	270	65	380	385	280	165	25	
68	35	270	60	380	380	280	165	25	
69	35	270	55	380	370	280	160	25	
70	35	270	55	380	360	280	160	25	
71	40	270	50	380	350	280	160	25	
72	40	275	45	375	340	280	160	30	
73	45	275	45	375	330	275	160	30	
74	50	275	40	370	315	275	160	35	
75	50	280	40	365	300	275	160	40	
76	55	280	35	360	285	275	160	40	
77	60	285	30	350	270	270	165	45	
78	70	285	25	345	255	270	165	45	
79	75	285	20	330	240	265	165	50	
80	80	290	15	320	220	260	165	50	
81	85	290	5	305	200	250	165	50	
82	90	290	0	290	185	240	165	50	
83	95	290	-5	275	165	235	160	50	
84	105	290	-10	260	145	220	160	45	
85	110	290	-20	240	125	210	155	45	
86	115	290	-20	225	105	200	150	40	
87	120	285	-25	205	85	185	145	40	
88	130	285	-30	190	65	170	135	35	
89	130	285	-30	170	50	155	130	30	
90	135	285	-35	155	30	145	120	25	
91	135	280	-35	140	15	130	115	20	
92	135	275	-35	125	0	115	105	15	
93	135	270	-40	105	-15	105	95	10	
94	135	260	-40	90	-25	90	85	5	
95	130	255	-45	75	-40	75	80	0	
96	125	245	-45	60	-55	65	70	-10	
97	115	230	-50	50	-65	50	65	-15	
98	110	220	-50	35	-80	40	55	-25	
99	105	205	-55	20	-90	25	50	-30	
100	95	195	-60	5	-100	15	40	-35	
101	90	180	-60	-5	-110	5	35	-40	
102	85	170	-65	-15	-120	-5	30	-45	
103	80	160	-65	-25	-130	-15	25	-50	
104	70	145	-70	-35	-140	-25	20	-55	
105	65	135	-70	-45	-150	-35	15	-60	
106	65	125	-70	-50	-155	-40	10	-60	
107	60	120	-70	-60	-160	-50	5	-60	
108	55	110	-70	-65	-165	-55	0	-60	
109	50	105	-70	-70	-165	-60	-5	-60	
110	50	100	-70	-70	-165	-65	-10	-60	
111	45	95	-70	-75	-165	-65	-10	-60	
112	40	90	-65	-75	-165	-70	-15	-60	
113	40	90	-65	-80	-165	-70	-15	-55	
114	35	85	-60	-80	-160	-70	-15	-55	
115	35	80	-60	-80	-160	-70	-15	-55	
116	30	75	-55	-80	-155	-70	-15	-55	
117	30	75	-55	-80	-155	-70	-15	-55	
118	30	70	-50	-80	-150	-70	-15	-55	
119	25	65	-50	-80	-145	-70	-15	-55	
120	25	55	-50	-80	-145	-70	-10	-55	
