samplenr	I	II	V1	V2	V3	V4	V5	V6	measurement
0	-145	-120	-10	-140	-110	-60	-60	-10	
1	-145	-120	-10	-140	-110	-60	-60	-15	
2	-145	-120	-10	-140	-110	-65	-60	-15	
3	-145	-120	-10	-140	-110	-65	-65	-15	
4	-145	-125	-10	-140	-110	-65	-65	-15	
5	-145	-125	-10	-140	-110	-65	-65	-15	
6	-145	-125	-10	-140	-110	-65	-65	-15	
7	-140	-125	-10	-140	-110	-60	-60	-15	
8	-140	-125	-15	-140	-110	-60	-60	-15	
9	-140	-120	-15	-140	-110	-60	-60	-15	
10	-135	-120	-15	-140	-105	-60	-55	-10	
11	-135	-120	-15	-135	-105	-60	-55	-10	
12	-135	-120	-15	-135	-105	-55	-50	-10	
13	-135	-115	-15	-135	-105	-55	-50	-10	
14	-135	-115	-15	-135	-105	-55	-45	-10	
15	-135	-115	-15	-135	-100	-50	-45	-5	
16	-135	-110	-15	-130	-100	-50	-45	-5	
17	-140	-110	-15	-130	-100	-50	-40	-5	
18	-140	-110	-20	-130	-100	-50	-40	-5	
19	-140	-110	-20	-130	-100	-45	-40	0	
20	-140	-110	-20	-130	-100	-45	-40	0	
21	-140	-110	-20	-130	-95	-45	-40	0	
22	-140	-110	-20	-130	-95	-45	-40	0	
23	-135	-105	-20	-130	-95	-45	-40	0	
24	-135	-105	-20	-125	-95	-45	-40	0	
25	-135	-105	-20	-125	-95	-45	-40	0	
26	-135	-105	-20	-125	-95	-45	-40	5	
27	-135	-105	-20	-125	-95	-45	-40	5	
28	-130	-105	-20	-130	-95	-45	-40	5	
29	-130	-100	-15	-125	-100	-45	-40	5	
30	-130	-100	-15	-125	-100	-50	-40	5	
31	-130	-100	-15	-125	-100	-50	-45	5	
32	-130	-100	-15	-125	-100	-50	-45	5	
33	-130	-100	-15	-120	-100	-50	-45	0	
34	-130	-100	-10	-110	-95	-50	-45	0	
35	-130	-100	-5	-100	-90	-50	-50	0	
36	-135	-100	0	-90	-85	-50	-50	0	
37	-135	-100	5	-75	-75	-45	-45	0	
38	-140	-95	15	-55	-65	-40	-45	0	
39	-140	-90	25	-40	-50	-35	-40	0	
40	-145	-85	35	-25	-30	-25	-35	0	
41	-150	-75	45	-10	-10	-10	-25	5	
42	-150	-65	55	-5	10	10	-10	15	
43	-155	-45	60	-5	30	30	10	25	
