samplenr	I	II	V1	V2	V3	V4	V5	V6	measurement
0	-45	15	35	-55	-10	0	10	5	
1	-45	15	35	-55	-10	0	10	5	
2	-45	15	35	-55	-10	0	10	5	
3	-50	15	35	-55	-5	0	10	5	
4	-50	20	35	-55	-5	0	10	5	
5	-50	20	35	-55	-5	0	10	5	
6	-50	20	35	-55	-5	-5	5	5	
7	-50	20	35	-55	-5	-5	5	5	
8	-50	20	35	-50	-5	-5	5	5	
9	-50	20	35	-50	-5	-5	5	5	
10	-50	20	35	-50	-5	-5	5	5	
11	-50	20	35	-50	-5	-10	5	5	
12	-55	20	35	-50	-5	-10	5	5	
13	-55	20	35	-50	-5	-10	0	5	
14	-55	20	40	-50	-5	-10	0	5	
15	-55	20	40	-50	-5	-10	0	5	
16	-55	20	40	-50	-5	-10	0	5	
17	-55	20	40	-50	-5	-10	0	5	
18	-55	20	40	-50	-5	-10	0	5	
19	-55	20	40	-50	-5	-10	0	5	
20	-55	20	40	-50	-5	-10	0	5	
21	-55	20	40	-50	-5	-10	0	5	
22	-55	20	35	-50	-5	-10	0	0	
23	-55	20	35	-50	-5	-10	0	0	
24	-50	25	35	-50	-10	-10	0	0	
25	-50	25	35	-50	-10	-5	0	5	
26	-45	25	35	-50	-10	-5	5	5	
27	-45	25	35	-50	-10	-5	5	5	
28	-40	25	35	-50	-10	-5	5	5	
29	-40	25	35	-50	-10	-5	5	5	
30	-35	30	30	-50	-10	0	5	5	
31	-35	30	30	-45	-10	0	10	5	
32	-35	30	30	-45	-5	0	10	5	
33	-30	35	30	-45	-5	0	10	10	
34	-30	40	30	-45	-5	5	15	10	
35	-30	45	35	-40	0	5	15	10	
36	-30	45	35	-40	5	5	20	15	
37	-30	50	35	-35	10	10	20	15	
38	-30	55	40	-35	15	15	25	15	
39	-25	60	45	-30	20	20	25	20	
40	-25	65	50	-25	25	20	30	20	
41	-25	70	55	-20	35	25	30	25	
42	-25	75	60	-15	40	30	35	25	
43	-25	80	65	-10	45	35	35	30	
44	-25	80	75	0	55	40	40	30	
45	-25	85	85	5	60	45	40	35	
46	-20	85	90	10	65	50	45	35	
47	-20	85	100	15	70	50	45	35	
48	-15	85	105	20	75	55	45	35	
49	-15	85	115	25	80	55	45	35	
50	-15	80	120	30	85	55	45	35	
51	-10	80	130	35	85	55	45	35	
52	-10	80	135	35	90	55	40	35	
53	-5	75	135	40	90	55	40	35	
54	-5	70	135	40	85	55	40	30	
55	-5	70	135	40	85	50	35	30	
56	-5	65	135	35	80	50	35	30	
57	-5	60	125	30	75	45	35	30	
58	-5	55	120	30	70	45	30	25	
59	-5	50	110	20	65	40	30	25	
60	-5	45	100	15	60	35	25	25	
61	-5	40	90	10	50	35	25	20	
62	-10	35	75	0	40	30	20	20	
63	-10	30	65	-5	35	25	20	20	
64	-10	25	50	-15	25	20	15	20	
65	-10	20	40	-20	15	15	15	20	
66	-10	15	30	-25	10	10	15	20	
67	-10	15	20	-35	5	5	10	15	
68	-10	10	15	-40	0	5	10	15	
69	-15	10	5	-40	-5	0	10	15	
70	-15	5	5	-45	-10	0	10	15	
71	-15	5	0	-50	-15	0	10	15	
72	-20	5	0	-50	-15	-5	5	15	
73	-20	0	-5	-50	-20	-5	5	15	
74	-25	0	-5	-50	-20	-5	5	15	
75	-30	0	-5	-50	-20	-5	5	15	
76	-30	-5	-5	-50	-20	-5	5	15	
77	-35	-5	-5	-55	-25	-5	5	10	
78	-40	-10	-5	-55	-25	-10	0	10	
79	-40	-10	0	-55	-30	-10	0	5	
80	-45	-15	0	-55	-30	-15	-5	5	
81	-45	-20	0	-60	-35	-15	-5	0	
82	-50	-20	0	-60	-40	-20	-10	0	
83	-50	-25	0	-65	-40	-20	-10	-5	
84	-50	-25	0	-65	-45	-25	-15	-10	
85	-50	-30	0	-70	-50	-30	-20	-10	
86	-50	-30	0	-75	-50	-30	-20	-15	
87	-50	-30	0	-75	-55	-35	-25	-15	
88	-55	-35	0	-80	-55	-35	-25	-15	
89	-55	-35	0	-80	-60	-40	-25	-20	
90	-55	-35	0	-80	-60	-40	-30	-20	
91	-60	-35	5	-85	-60	-40	-30	-20	
92	-60	-35	5	-85	-55	-40	-30	-20	
93	-65	-35	10	-80	-55	-40	-30	-20	
94	-65	-30	10	-80	-55	-40	-25	-20	
95	-70	-30	15	-80	-50	-35	-25	-20	
96	-70	-30	15	-80	-50	-35	-25	-20	
97	-75	-30	15	-75	-45	-30	-20	-20	
98	-75	-25	20	-75	-40	-30	-20	-20	
99	-75	-25	20	-75	-40	-25	-20	-15	
100	-75	-25	25	-70	-35	-25	-15	-15	
101	-75	-25	25	-70	-35	-25	-15	-15	
102	-75	-25	25	-70	-30	-20	-15	-15	
103	-75	-25	25	-65	-30	-20	-10	-15	
104	-75	-25	25	-65	-30	-20	-10	-15	
105	-75	-25	30	-65	-30	-15	-10	-10	
106	-80	-25	30	-65	-25	-15	-10	-10	
107	-80	-25	30	-60	-25	-15	-5	-10	
108	-80	-25	30	-60	-25	-15	-5	-10	
109	-80	-25	30	-60	-25	-15	-5	-10	
110	-80	-25	30	-55	-25	-15	-5	-10	
111	-80	-25	30	-55	-20	-15	-5	-10	
112	-80	-25	30	-55	-20	-15	-5	-5	
113	-80	-20	30	-55	-20	-15	-5	-5	
114	-75	-20	30	-50	-20	-15	-5	-5	
115	-75	-20	30	-50	-20	-15	-5	-5	
116	-75	-15	25	-50	-20	-15	-5	-5	
117	-95	-10	40	-40	0	0	0	-5	
118	-90	-10	35	-40	-5	-5	0	0	
119	-100	0	45	-35	10	5	5	0	
120	-130	10	65	-20	40	25	25	5	
121	-130	10	65	-20	40	25	25	20	
122	-145	15	75	-10	55	35	30	20	
123	-155	20	80	-5	65	45	35	25	
124	-150	20	80	-5	65	45	35	30	
125	-120	10	60	-20	35	25	25	30	
126	-85	0	40	-35	5	5	10	20	
127	-25	-15	5	-65	-50	-30	-20	10	
128	75	-45	-55	-110	-145	-95	-70	-10	
129	165	-75	-110	-155	-230	-155	-115	-45	
130	290	-115	-185	-220	-350	-235	-175	-75	
131	420	-155	-265	-280	-475	-320	-240	-120	
132	530	-190	-335	-340	-585	-395	-300	-165	
133	640	-225	-405	-395	-700	-470	-360	-205	
134	715	-250	-455	-435	-775	-525	-400	-245	
135	770	-270	-495	-470	-840	-565	-435	-275	
136	775	-275	-505	-475	-855	-575	-445	-300	
137	750	-265	-495	-470	-840	-565	-435	-310	
138	685	-250	-460	-440	-785	-530	-410	-305	
139	580	-220	-400	-395	-695	-470	-365	-290	
140	465	-185	-335	-340	-595	-400	-315	-255	
141	320	-140	-245	-270	-470	-315	-245	-220	
142	185	-105	-170	-210	-360	-235	-190	-175	
143	50	-65	-85	-145	-240	-155	-125	-135	
144	-55	-35	-15	-100	-160	-95	-80	-90	
145	-155	-10	45	-55	-90	-45	-40	-60	
146	-230	5	95	-30	-50	-5	-10	-30	
147	-260	10	115	-25	-50	5	-5	-15	
148	-295	10	140	-15	-50	20	10	-10	
149	-295	5	145	-25	-85	20	5	-5	
150	-280	-5	135	-35	-125	25	5	-15	
151	-270	-5	130	-35	-155	45	15	-25	
152	-245	-10	115	-40	-190	80	30	-30	
153	-220	-5	95	-30	-215	130	65	-35	
154	-195	5	75	-10	-220	210	115	-25	
155	-180	25	65	25	-200	320	190	-10	
156	-135	45	30	60	-195	435	275	25	
157	-95	75	-5	100	-170	565	375	65	
158	-65	110	-35	140	-135	710	495	120	
159	0	140	-95	160	-140	830	600	190	
160	60	170	-150	160	-145	940	710	265	
161	125	190	-215	135	-185	1010	800	345	
162	200	200	-290	70	-265	1035	860	420	
163	275	200	-370	-40	-385	1005	890	495	
164	350	180	-450	-195	-550	920	885	555	
165	420	150	-535	-390	-755	770	835	605	
166	475	105	-615	-630	-995	565	745	635	
167	525	45	-685	-900	-1265	310	615	645	
168	555	-30	-755	-1190	-1550	15	450	635	
169	575	-110	-810	-1495	-1845	-305	265	605	
170	575	-195	-860	-1795	-2125	-635	60	550	
171	570	-285	-900	-2075	-2390	-955	-155	485	
172	550	-375	-930	-2325	-2615	-1255	-365	400	
173	525	-460	-955	-2540	-2800	-1520	-560	310	
174	495	-545	-970	-2700	-2940	-1740	-740	210	
175	460	-615	-980	-2810	-3020	-1910	-890	115	
176	430	-675	-980	-2865	-3050	-2025	-1010	20	
177	395	-725	-975	-2865	-3025	-2090	-1100	-70	
178	365	-765	-965	-2815	-2955	-2105	-1160	-150	
179	335	-795	-950	-2720	-2840	-2075	-1190	-220	
180	310	-810	-925	-2590	-2695	-2015	-1200	-280	
181	290	-820	-890	-2435	-2520	-1920	-1180	-330	
182	265	-815	-850	-2255	-2330	-1810	-1150	-365	
183	245	-805	-800	-2065	-2125	-1685	-1100	-395	
184	225	-785	-745	-1870	-1920	-1555	-1045	-415	
185	205	-760	-690	-1675	-1715	-1425	-980	-425	
186	185	-725	-625	-1485	-1515	-1290	-915	-425	
187	165	-690	-560	-1300	-1320	-1165	-845	-425	
188	150	-645	-490	-1125	-1140	-1040	-775	-415	
189	130	-600	-425	-960	-970	-925	-705	-400	
190	115	-555	-360	-810	-810	-820	-640	-385	
191	95	-505	-300	-670	-670	-715	-575	-360	
192	80	-460	-245	-540	-540	-620	-510	-340	
193	70	-410	-195	-425	-420	-535	-450	-315	
194	55	-365	-150	-325	-315	-455	-395	-290	
195	45	-325	-110	-235	-225	-385	-340	-265	
196	30	-285	-70	-155	-145	-320	-295	-240	
197	20	-245	-40	-85	-70	-260	-250	-220	
198	10	-215	-10	-25	-10	-210	-215	-195	
199	0	-180	10	25	45	-165	-180	-180	
200	-10	-155	35	70	95	-125	-150	-160	
201	-20	-130	50	110	135	-85	-120	-150	
202	-30	-110	65	140	170	-55	-95	-135	
203	-40	-95	80	165	200	-25	-75	-125	
204	-45	-80	90	190	230	0	-55	-110	
205	-55	-65	100	210	250	20	-40	-100	
206	-60	-55	110	230	270	40	-25	-95	
207	-65	-45	115	240	285	55	-10	-85	
208	-70	-35	120	255	300	70	0	-75	
209	-75	-30	125	265	315	85	10	-65	
210	-75	-25	125	275	320	95	20	-60	
211	-75	-15	130	280	330	100	30	-55	
212	-75	-10	130	285	335	110	35	-45	
213	-75	-10	130	290	335	115	40	-40	
214	-75	-5	130	290	340	115	45	-35	
215	-75	0	125	295	340	120	45	-35	
216	-75	0	125	295	340	120	50	-30	
217	-70	5	125	300	340	125	50	-30	
218	-65	10	125	300	340	125	55	-25	
219	-65	10	125	300	340	125	55	-25	
220	-60	15	125	300	340	125	55	-20	
221	-55	15	125	300	340	125	55	-20	
222	-55	20	125	300	340	125	55	-20	
223	-50	20	125	300	340	125	55	-20	
224	-45	20	125	300	340	125	55	-20	
225	-45	20	125	300	340	130	55	-20	
226	-45	20	125	300	340	130	55	-20	
227	-45	20	125	300	340	130	55	-20	
228	-45	20	125	300	335	130	50	-20	
229	-45	15	125	300	335	125	50	-20	
230	-45	15	125	300	335	125	50	-20	
231	-45	15	125	300	335	125	50	-20	
232	-50	10	125	295	335	125	50	-20	
233	-50	10	120	295	335	130	50	-20	
234	-50	10	120	300	335	130	45	-20	
235	-55	10	120	300	335	130	45	-20	
236	-55	5	120	300	340	130	45	-20	
237	-55	5	120	300	340	130	45	-20	
238	-55	5	120	300	340	130	45	-20	
239	-55	10	120	300	345	130	45	-20	
240	-55	10	120	300	345	135	45	-20	
241	-55	10	120	300	345	135	45	-20	
242	-50	10	120	300	345	135	45	-25	
243	-50	10	120	305	350	135	45	-25	
244	-50	15	120	305	350	135	45	-25	
245	-45	15	120	305	350	135	50	-25	
246	-45	20	120	305	350	140	50	-25	
247	-40	20	115	310	350	140	50	-25	
248	-40	20	115	310	350	140	50	-30	
249	-35	25	115	310	350	140	50	-30	
250	-35	25	115	315	350	140	50	-30	
251	-30	25	115	315	350	140	50	-30	
252	-30	30	115	315	350	140	55	-30	
253	-25	30	110	320	350	140	55	-30	
254	-25	35	110	320	350	140	55	-25	
255	-25	35	110	325	350	140	55	-25	
256	-20	35	105	325	350	140	55	-25	
257	-20	35	105	330	350	140	55	-25	
258	-20	35	105	330	350	140	55	-25	
259	-20	35	105	335	350	140	55	-25	
260	-20	40	105	335	355	145	60	-25	
261	-20	40	105	340	355	145	60	-25	
262	-20	40	105	345	355	145	60	-25	
263	-20	40	105	345	360	145	60	-25	
264	-20	40	105	350	365	145	60	-25	
265	-20	40	105	355	365	150	65	-20	
266	-20	40	105	355	370	150	65	-20	
267	-20	45	105	360	370	155	65	-20	
268	-20	45	105	365	375	155	70	-20	
269	-15	45	105	370	375	160	70	-15	
270	-15	45	105	375	380	165	70	-15	
271	-15	45	105	375	380	170	70	-10	
272	-15	45	105	380	385	170	70	-10	
273	-10	45	105	385	385	175	75	-5	
274	-10	45	105	390	385	180	75	-5	
275	-10	45	105	390	390	180	75	-5	
276	-5	45	105	395	390	185	75	0	
277	-5	45	105	400	390	190	75	0	
278	-5	50	105	405	390	195	75	0	
279	-5	50	105	410	395	200	75	5	
280	-5	50	105	415	395	200	80	5	
281	-5	50	105	415	395	205	80	5	
282	-5	50	100	420	400	210	80	5	
283	0	55	100	425	405	215	80	10	
284	0	55	100	435	410	220	85	10	
285	0	55	100	440	410	225	85	10	
286	5	60	100	445	415	230	85	10	
287	5	60	100	450	420	230	90	10	
288	10	60	100	460	425	235	90	15	
289	10	65	100	465	430	240	95	15	
290	15	65	105	470	435	245	95	15	
291	15	65	105	480	440	245	100	15	
292	20	65	105	485	450	250	100	20	
293	25	70	105	495	455	255	105	20	
294	25	70	105	500	460	255	105	20	
295	30	70	105	510	465	260	110	25	
296	30	70	105	515	470	265	110	25	
297	35	70	105	525	475	265	115	25	
298	35	70	105	530	480	270	115	25	
299	35	70	105	540	490	270	120	30	
300	40	70	105	550	495	275	120	30	
301	40	70	105	555	500	280	125	30	
302	45	70	105	565	505	280	125	30	
303	45	70	105	570	515	285	125	25	
304	50	70	105	580	520	285	125	25	
305	50	70	105	590	525	290	125	25	
306	55	70	100	595	530	295	125	25	
307	55	70	100	605	535	295	125	25	
308	60	75	100	610	540	300	125	25	
309	65	75	100	620	545	300	125	25	
310	70	75	100	630	550	305	125	20	
311	75	80	95	635	550	305	125	20	
312	80	80	95	645	555	310	125	20	
313	85	85	95	650	560	310	125	20	
314	90	85	95	660	565	315	120	20	
315	95	90	95	665	565	315	120	20	
316	100	90	100	670	570	315	120	20	
317	100	90	100	675	570	315	120	20	
318	105	90	100	680	570	315	120	15	
319	105	90	100	685	575	315	115	15	
320	110	90	100	690	575	315	115	15	
321	110	90	100	695	575	310	115	15	
322	110	90	100	695	575	310	110	15	
323	115	90	100	700	570	305	110	15	
324	115	90	100	700	570	305	110	10	
325	115	90	100	700	570	305	105	10	
326	115	90	100	700	565	300	105	10	
327	115	90	100	695	560	300	105	10	
328	120	90	95	695	555	295	100	10	
329	120	90	95	690	550	295	100	10	
330	120	95	95	685	545	290	100	10	
331	120	95	95	680	540	290	100	10	
332	120	95	95	670	535	285	95	10	
333	120	100	95	660	530	280	95	15	
334	120	100	95	650	525	280	90	15	
335	120	100	90	640	515	275	90	15	
336	120	100	90	630	505	270	85	15	
337	120	100	90	620	500	265	85	15	
338	115	100	90	605	490	260	85	15	
339	115	100	85	590	475	255	80	15	
340	115	100	85	575	465	250	80	15	
341	115	95	85	555	455	245	75	20	
342	110	95	85	540	440	235	75	20	
343	110	95	80	520	425	230	70	20	
344	105	90	80	500	410	220	70	20	
345	105	90	80	480	395	215	70	20	
346	100	90	75	460	380	205	65	20	
347	100	85	75	435	360	200	65	20	
348	95	85	70	415	345	190	60	20	
349	90	85	70	390	325	180	60	20	
350	85	85	70	365	310	175	55	20	
351	80	80	65	345	290	165	55	20	
352	75	80	65	320	275	155	55	25	
353	70	80	60	295	255	145	50	25	
354	65	80	60	270	240	140	50	25	
355	60	80	60	245	225	130	45	25	
356	55	80	55	225	205	120	45	25	
357	50	80	55	200	190	115	40	25	
358	45	80	50	180	175	105	40	25	
359	35	75	50	155	160	95	35	20	
360	30	75	50	135	150	90	35	20	
361	25	75	45	115	135	85	30	20	
362	20	70	45	95	120	75	30	20	
363	15	70	45	75	105	70	25	15	
364	10	65	40	60	95	65	25	15	
365	5	65	40	45	80	55	20	15	
366	0	60	40	25	70	50	20	10	
367	-5	60	40	15	60	45	15	10	
368	-10	55	40	0	50	40	10	5	
369	-15	55	35	-10	40	35	10	5	
370	-20	50	35	-25	30	25	5	5	
371	-25	50	35	-35	20	20	0	0	
372	-25	45	35	-45	15	15	0	0	
373	-30	45	35	-50	5	10	-5	0	
374	-35	40	30	-60	0	5	-5	-5	
375	-35	40	30	-65	-5	-5	-5	-5	
376	-40	35	30	-70	-10	-10	-10	-5	
377	-40	35	30	-75	-15	-15	-10	-5	
378	-40	30	25	-80	-20	-20	-10	-5	
379	-45	30	25	-85	-25	-25	-10	-5	
380	-45	25	25	-90	-30	-30	-10	-5	
381	-45	25	25	-95	-30	-35	-15	-10	
382	-50	25	20	-95	-35	-35	-15	-10	
383	-50	20	20	-100	-35	-40	-15	-10	
384	-50	20	20	-100	-40	-40	-15	-10	
385	-55	20	20	-105	-40	-45	-15	-10	
386	-55	20	25	-105	-40	-45	-15	-10	
387	-55	20	25	-105	-40	-45	-10	-10	
388	-55	20	25	-105	-40	-45	-10	-10	
389	-60	20	25	-105	-40	-45	-10	-10	
390	-60	20	30	-105	-35	-45	-10	-10	
391	-60	25	30	-105	-35	-45	-10	-10	
392	-60	25	30	-100	-35	-40	-10	-5	
393	-60	25	30	-100	-30	-40	-10	-5	
394	-60	25	30	-100	-30	-40	-10	-5	
395	-60	25	30	-95	-25	-35	-10	-5	
396	-60	25	30	-95	-25	-35	-5	0	
397	-60	25	30	-90	-25	-30	-5	0	
398	-60	25	25	-90	-20	-30	-5	0	
399	-55	20	25	-85	-20	-30	-5	0	
400	-55	20	25	-85	-20	-25	-5	0	
401	-55	20	20	-80	-20	-25	-5	0	
402	-55	15	20	-75	-15	-25	-5	0	
403	-55	15	20	-75	-15	-20	0	0	
404	-55	15	15	-70	-15	-20	0	0	
405	-50	15	15	-65	-10	-20	0	0	
406	-50	15	15	-60	-10	-15	5	0	
407	-50	15	15	-60	-5	-15	10	0	
408	-50	15	15	-55	-5	-10	10	5	
409	-45	15	15	-50	0	-5	15	5	
410	-45	15	15	-45	5	-5	20	5	
411	-45	15	15	-40	5	0	20	10	
412	-40	15	15	-35	10	5	25	10	
413	-40	20	15	-35	15	10	25	10	
414	-40	20	15	-30	20	10	30	15	
415	-40	20	10	-25	20	15	30	15	
416	-40	20	10	-20	25	20	35	15	
417	-40	20	10	-20	30	20	35	15	
418	-40	20	10	-15	30	25	35	20	
419	-40	20	10	-10	35	30	35	20	
420	-40	20	10	-5	35	30	40	20	
421	-40	20	10	-5	35	35	40	20	
422	-40	20	10	0	40	35	40	20	
423	-40	25	10	5	40	40	45	20	
424	-40	25	10	5	45	40	45	20	
425	-40	25	5	10	45	45	45	20	
426	-40	25	5	15	50	50	50	20	
427	-40	30	5	20	50	50	55	20	
428	-40	30	5	20	55	55	55	25	
429	-40	30	10	25	55	55	60	25	
430	-40	30	10	30	60	60	60	25	
431	-35	30	10	30	60	60	65	25	
432	-35	35	10	35	65	60	65	25	
433	-35	35	10	35	65	65	70	25	
434	-30	35	10	40	65	65	70	30	
435	-30	35	10	40	70	65	70	30	
436	-30	35	10	40	70	65	75	30	
437	-25	40	10	45	70	65	75	30	
438	-25	40	10	45	70	65	75	30	
439	-25	40	10	45	70	70	75	30	
440	-25	40	10	50	75	70	75	30	
441	-20	45	10	50	75	70	80	35	
442	-20	45	10	50	75	70	80	35	
443	-20	45	10	50	75	70	80	35	
444	-20	45	10	50	75	70	80	35	
445	-20	50	10	50	75	75	80	35	
446	-20	50	15	50	75	75	80	40	
447	-20	50	15	50	75	75	80	40	
448	-20	50	15	50	75	75	80	40	
449	-20	50	15	50	75	75	80	40	
450	-20	50	15	50	75	75	75	40	
451	-20	50	20	50	70	70	75	40	
452	-20	45	20	45	70	70	75	35	
453	-20	45	20	45	70	70	75	35	
454	-25	40	20	45	70	70	70	35	
455	-25	40	20	40	65	65	70	30	
456	-25	35	20	40	65	65	70	30	
457	-30	30	20	35	65	65	70	30	
458	-30	30	20	35	65	60	70	30	
459	-30	25	20	30	65	60	65	25	
