samplenr	I	II	V1	V2	V3	V4	V5	V6	measurement
0	-5	100	5	45	80	65	60	75	
1	-5	100	10	45	80	65	60	75	
2	-5	105	10	45	80	65	60	75	
3	-5	105	15	45	80	65	60	75	
4	-5	105	20	45	80	70	60	75	
5	-5	110	25	45	80	70	65	80	
6	-5	110	25	50	80	70	65	80	
7	0	110	30	50	80	70	65	80	
8	0	110	35	50	80	70	65	80	
9	0	110	40	50	85	70	65	80	
10	5	115	40	55	85	70	65	80	
11	5	115	40	55	85	70	70	80	
12	5	115	40	55	85	70	70	85	
13	10	115	35	55	85	70	70	85	
14	10	115	30	55	85	70	70	85	
15	10	115	25	55	85	70	70	85	
16	15	115	20	55	80	70	70	85	
17	15	115	15	55	80	70	70	85	
18	15	110	5	50	75	70	65	85	
19	15	110	-5	50	70	65	65	80	
20	15	105	-10	45	65	65	65	80	
21	15	100	-20	40	60	60	60	80	
22	15	95	-25	35	55	60	60	80	
23	15	90	-30	30	50	55	55	75	
24	15	85	-35	30	45	50	55	75	
25	15	80	-40	25	40	50	55	75	
26	15	75	-45	20	35	45	50	70	
27	15	75	-45	15	30	45	50	70	
28	10	70	-50	15	30	40	50	70	
29	10	70	-50	10	25	40	45	65	
30	10	65	-50	10	25	40	45	65	
31	10	65	-50	10	20	35	45	65	
32	15	65	-50	5	20	35	45	65	
33	15	65	-45	5	20	35	45	65	
34	15	70	-45	5	20	35	45	65	
35	15	70	-45	0	20	35	45	65	
36	15	75	-45	0	20	40	45	65	
37	15	75	-45	0	20	40	45	65	
38	15	80	-45	0	20	40	45	65	
39	15	80	-50	0	20	40	45	65	
40	15	85	-50	0	15	40	45	65	
41	15	85	-55	-5	15	40	45	65	
42	15	85	-55	-5	15	40	45	65	
43	15	85	-60	-5	15	40	40	60	
44	20	85	-60	-5	10	40	40	60	
45	20	85	-65	-5	10	40	40	60	
46	20	85	-65	-5	5	40	40	60	
47	20	80	-65	0	5	40	40	60	
48	25	80	-65	0	5	35	35	55	
49	25	75	-65	0	0	35	35	55	
50	25	75	-65	0	0	35	35	55	
51	30	75	-65	0	0	35	30	55	
52	30	70	-65	0	-5	30	30	50	
53	30	70	-60	0	-5	30	30	50	
54	30	65	-55	5	-5	30	25	45	
55	25	65	-50	5	-5	30	25	45	
56	25	60	-50	5	-5	25	25	40	
57	25	60	-45	5	-5	25	25	40	
58	20	55	-40	5	-5	25	20	35	
59	15	55	-35	5	-5	25	20	35	
60	10	50	-30	5	-5	20	20	30	
61	5	45	-25	5	-5	20	20	25	
62	0	45	-20	5	-5	20	20	25	
63	0	40	-15	5	-10	15	15	20	
64	-5	40	-10	5	-10	15	15	20	
65	-10	35	-10	5	-10	15	15	15	
66	-10	35	-5	5	-10	15	15	15	
67	-15	30	-5	5	-10	10	15	10	
68	-15	30	0	0	-10	10	10	10	
69	-15	30	0	0	-10	10	10	10	
70	-15	25	0	0	-10	10	10	5	
71	-15	25	5	0	-10	10	10	5	
72	-15	25	5	0	-15	10	10	5	
73	-15	25	5	0	-15	10	10	5	
74	-15	25	5	0	-15	10	10	5	
75	-15	25	5	0	-10	10	5	0	
76	-15	25	5	5	-10	10	5	0	
77	-15	25	5	5	-10	10	5	0	
78	-15	25	5	5	-10	10	5	0	
79	-15	25	5	5	-10	10	5	0	
80	-15	25	5	5	-15	10	5	0	
81	-15	25	5	5	-15	10	5	-5	
82	-20	25	5	0	-15	10	0	-5	
83	-20	25	5	0	-15	10	0	-5	
84	-20	25	5	0	-15	10	0	-5	
85	-20	25	5	0	-15	10	0	-5	
86	-20	25	5	0	-15	10	0	-5	
87	-20	20	5	0	-15	10	0	-5	
88	-20	20	5	0	-15	10	0	-5	
89	-20	20	5	0	-15	10	0	-5	
90	-20	20	5	0	-15	10	0	-5	
91	-20	20	5	0	-10	10	0	-5	
92	-20	20	5	0	-10	10	5	-5	
93	-20	20	5	0	-10	10	5	-5	
94	-20	20	5	0	-10	10	5	-5	
95	-20	15	5	0	-10	10	5	0	
96	-15	15	5	0	-10	10	5	0	
97	-15	15	5	0	-10	10	5	0	
98	-20	15	5	0	-10	5	5	-5	
99	-20	15	5	0	-10	5	5	-5	
100	-20	15	5	0	-10	5	0	-5	
101	-20	15	5	0	-15	5	0	-5	
102	-25	20	10	-5	-15	0	-5	-10	
103	-25	20	10	-10	-15	0	-5	-10	
104	-30	25	10	-10	-15	0	-5	-10	
105	-35	25	15	-20	-20	0	-5	-15	
106	-40	35	15	-25	-20	0	-5	-15	
107	-45	40	20	-35	-25	5	-5	-15	
108	-55	50	25	-45	-30	10	0	-10	
109	-65	65	30	-60	-40	15	10	-5	
110	-75	80	35	-70	-50	30	20	5	
111	-80	95	40	-90	-65	45	35	15	
